invoice_id,msisdn,customer_name,voice_cost,sms_cost,data_cost,total_cost,voice_usage,sms_usage,data_usage,status,invoice_date
379fd34a-dce0-402f-859e-b3cfe7bd6c6f,+212753323921,Khalid Amrani 0BA92,0E-18,0E-18,171.100000000000000000,189.820000000000000000,0.0,0,1716.0,pending,2025-06-10T04:02:29.820Z
5330f169-dc1b-48dd-a4b0-9f351606f209,+212698159141,Aziz Kettani 19575,0E-18,0E-18,894.980000000000000000,901.950000000000000000,0.0,0,9733.0,pending,2025-06-10T04:02:29.820Z
c68912f3-67a2-46aa-b7a9-7d2bc8eb4e73,+212581192773,Souad Kettani 0DEF2,0E-18,0E-18,0E-18,1.800000000000000000,0.0,2,0.0,pending,2025-06-10T04:02:29.820Z
3e2d4d89-7dc2-4506-b662-062e17278a3b,+212397114935,Mohammed Mansouri 99478,0E-18,0E-18,581.810000000000000000,593.610000000000000000,0.0,0,7915.0,pending,2025-06-10T04:02:29.820Z
b767e34c-0957-468e-96b5-31d1166dc4f2,+212783304598,Zineb Rhazi 9638C,0E-18,0E-18,973.540000000000000000,1048.150000000000000000,0.0,0,10587.0,pending,2025-06-10T04:02:29.820Z
50ba878a-dee6-4d8f-8417-dd75a8d33677,+212302287267,Nadia Jebari A135A,318.040000000000000000,0E-18,0E-18,322.660000000000000000,63.0,0,0.0,pending,2025-06-10T04:02:29.820Z
3d12547e-abde-49ae-a39a-3ee3b6a0e8f1,+212284575554,Fatima Hassani 34379,25.850000000000000000,0E-18,0E-18,31.270000000000000000,46.0,0,0.0,pending,2025-06-10T04:02:29.820Z
45f270ad-6d50-4355-b9a6-3cb2ac0db83e,+212585760483,Zineb Qadiri 65C1B,0E-18,0E-18,39.040000000000000000,46.310000000000000000,0.0,0,498.0,pending,2025-06-10T04:02:29.820Z
ce0c734e-5c2f-4ff4-ad8f-870c0b6fed30,+212203894084,Youssef Berrada E5D92,0E-18,0E-18,0E-18,1.800000000000000000,0.0,2,0.0,pending,2025-06-10T04:02:29.820Z
0bd4bdaf-c969-42df-a7af-55284acccbfa,+212831063799,Leila Tazi 1250D,9.300000000000000000,0E-18,0E-18,11.500000000000000000,18.0,0,0.0,pending,2025-06-10T04:02:29.820Z
b0ff8615-d892-4c2a-b87f-477ed37633d6,+212380800370,Hayat Filali C7BE1,0E-18,0E-18,659.550000000000000000,722.320000000000000000,0.0,0,7174.0,pending,2025-06-10T04:02:29.820Z
ef571800-36ee-4981-9f30-0193c0dd3618,+212581403540,Fatima Tazi 58266,38.140000000000000000,0E-18,0E-18,40.970000000000000000,67.0,0,0.0,pending,2025-06-10T04:02:29.820Z
6685d91e-ace5-4d9e-8f76-15ccc55ed479,+212872236981,Ahmed Usmani 7883B,58.190000000000000000,0E-18,0E-18,65.140000000000000000,101.0,0,0.0,pending,2025-06-10T04:02:29.820Z
5b0be684-0a02-4ced-ac06-5526b2a47b08,+212729561277,Amina Amrani 58CDE,600.450000000000000000,0E-18,0E-18,630.470000000000000000,122.0,0,0.0,pending,2025-06-10T04:02:29.820Z
4ba56d57-a5a7-4fe3-9644-f51a90236392,+212598351119,Houda Rhazi A0C7C,4.560000000000000000,0E-18,0E-18,6.810000000000000000,10.0,0,0.0,pending,2025-06-10T04:02:29.820Z
20172f80-7c76-4701-b1ec-84b2a6cd95c0,+212147803929,Mustapha Cherkaoui 7DFB2,0E-18,0E-18,18.100000000000000000,20.900000000000000000,0.0,0,186.0,pending,2025-06-10T04:02:29.820Z
dd7a7e5a-e6cd-444c-a7be-c68b9cf70514,+212681292602,Omar Benali 2B717,0E-18,0E-18,120.500000000000000000,127.220000000000000000,0.0,0,1210.0,pending,2025-06-10T04:02:29.820Z
54d869f4-f5a6-412c-b6e0-897a69cd0ca0,+212890716699,Omar Iraqi F0D05,12.980000000000000000,0E-18,0E-18,15.430000000000000000,24.0,0,0.0,pending,2025-06-10T04:02:29.820Z
4db9732f-cd8b-40ec-b907-508c4da7bd93,+212323792771,Nadia Usmani 53FA0,9.530000000000000000,0E-18,0E-18,12.120000000000000000,18.0,0,0.0,pending,2025-06-10T04:02:29.820Z
1b71a4ea-f9f1-433e-b290-9231f9484c16,+212472592736,Khadija El Alami 39EE5,0E-18,0E-18,125.100000000000000000,132.350000000000000000,0.0,0,1256.0,pending,2025-06-10T04:02:29.820Z
15f17486-a2d8-465b-a3a5-fac9b67c3123,+212827225571,Souad Filali B95B2,0E-18,0E-18,969.860000000000000000,997.510000000000000000,0.0,0,10547.0,pending,2025-06-10T04:02:29.820Z
8c6b9e9b-320d-4ce4-89ee-28a2df2440c0,+212105088359,Nadia Lamrani 4DC84,20.320000000000000000,0E-18,0E-18,25.200000000000000000,37.0,0,0.0,pending,2025-06-10T04:02:29.820Z
dcf321a1-d924-4408-bea6-9a1c008b6b44,+212289423267,Mustapha Hassani 372FA,0E-18,0E-18,733.150000000000000000,777.800000000000000000,0.0,0,7974.0,pending,2025-06-10T04:02:29.820Z
d00cd535-22f5-492a-8608-44d21d3d93cf,+212094459200,Said Benali 0A0CC,0E-18,0E-18,374.990000000000000000,404.830000000000000000,0.0,0,4081.0,pending,2025-06-10T04:02:29.820Z
d15fef1f-cbf8-428d-938b-8b6b4f0ee760,+212828015224,Khadija Ouali 0310B,31.200000000000000000,0E-18,0E-18,26.600000000000000000,55.0,0,0.0,pending,2025-06-10T04:02:29.820Z
e88f536b-7e80-49a5-b730-1645af544752,+212207534165,Abderrahim Kabbaj 1F63E,7.350000000000000000,0E-18,0E-18,10.020000000000000000,15.0,0,0.0,pending,2025-06-10T04:02:29.820Z
51e8ae9f-06df-46d7-8cb8-73449e2263ee,+212893048689,Ahmed Ziani 32DCD,137.090000000000000000,0E-18,0E-18,158.080000000000000000,33.0,0,0.0,pending,2025-06-10T04:02:29.820Z
